record_id,first_name,surname,full_name,email,address,phone_number,date_of_birth,uk_nino,pan_number,uk_sort_code,uk_account_number,uk_iban,merchant_name,merchant_types,latitude,longitude,is_open,price_level,place_id,data_source,original_record_id
1,Tristan,McDonnell,Tristan McDonnell,james.murray.mp@pearl-investments.com,"1 Overcliffe, Gravesend DA11 0EF, UK",+44 7732733872,23/03/1989,AY 90 96 31 B,342472332403418,63-87-24,36295452,GB67ABCD63872436295452,General Location,point_of_interest|establishment,,,,,,mplist_650,1
2075,Judith,Cummins,Judith Cummins,cumminsj@palantir.com,"19A Silver St, Durham DH1 3RB, UK",020 6047 5601,04 May 1962,MW506368C,4863 6934 1152 5641,93-61-55,16607896,GB65433054069651482682,9 Altars,cafe|bakery|restaurant|food|store|point_of_interest|establishment,54.7757747,-1.5773272,True,,ChIJL0yXaIp9fkgRBnrfNC_33Lw,merchant_9056,1425
2076,John,Whitby,John Whitby,john_whitby@gitlab.com,"22 / 22A Silver St, Durham DH1 3RD, UK",+44 7880 963 352,20-03-1988,BB922411D,5553 6731 7421 1521,98-84-90,31339357,GB65936099707399551310,Esquires Coffee,cafe|restaurant|food|store|point_of_interest|establishment,54.7761094,-1.577378,True,2.0,ChIJu4PnZop9fkgRgjC1pysWJRI,merchant_9056,1426
2077,Emily,Darlington,Emily Darlington,darlingtone@canva.com,"27-28, Silver St, Durham DH1 3RD, UK",+44 7888 654 632,01 February 1998,JN941230D,5745 3770 9642 2563,75-56-18,68342370,GB13312191442381454032,Treats Tea Room,cafe|food|store|point_of_interest|establishment,54.7762448,-1.5769986,True,1.0,ChIJadEaaIp9fkgRwHDJba1AWAU,merchant_9056,1427
2078,Bobby,Dean,Bobby Dean,bobby_dean@mongodb.com,"11 Crossgate, Durham DH1 4PS, UK",07450 360 543,21-10-1962,GP592271B,3474 411486 29783,26-91-74,48345515,GB51381291660400989368,The Pancake Cafe,bakery|cafe|restaurant|food|store|point_of_interest|establishment,54.7758746,-1.5815632,True,,ChIJe9wFTPV9fkgRunhdJ5huwfo,merchant_9056,1428
2079,Peter,Fortune,Peter Fortune,peter.fortune@gitpod.io,"Durham DH1 4FJ, UK",07581 248 177,22/09/1970,XL744000C,5122 2649 2327 2445,14-38-74,87578542,GB36476499523253774226,Wharton Park Heritage Centre & Café,cafe|food|point_of_interest|establishment,54.7806455,-1.5838139,True,1.0,ChIJgwB5Y_N9fkgR-4A4g6Vt0-A,merchant_9056,1429
2080,Paul,Waugh,Paul Waugh,paul.waugh@monday.com,"Framwellgate Bridge, North Rd, Durham DH1 4PW, UK",+44 7394 661 361,1962-02-18,EM546260C,5855 5885 9918 9034,70-68-97,43829450,GB45995853911130832121,Starbucks,cafe|food|store|point_of_interest|establishment,54.7760903,-1.5788147,True,2.0,ChIJpQkYb_F9fkgRUUbjgMFHXZ0,merchant_9056,1430
2081,Lillian,Jones,Lillian Jones,lillian.jones@asana.com,"95 Elvet Bridge, Durham DH1 3AG, UK",+44 7529 242 465,09 December 1951,JE029833A,4528 1007 4988 8710,55-42-76,49153450,GB14438008666581539362,Waffley Good Company,cafe|food|point_of_interest|establishment,54.775759,-1.5728506,True,1.0,ChIJtZ_854l9fkgRk05SX2U6Ryk,merchant_9056,1431
2082,Mark,Francois,Mark Francois,markfrancois@sky.com,"51 Saddler St, Durham DH1 3NU, UK",020 4454 7307,29 June 1964,YP494659B,4488 8507 3257 9162,94-92-89,17642940,GB71726925232099662725,Be Tempted,cafe|food|store|point_of_interest|establishment,54.7755464,-1.5746788,True,2.0,ChIJbeI4A4p9fkgR87BWT0kbVek,merchant_9056,1432
2083,Danny,Kruger,Danny Kruger,d.kruger@figma.com,"32 Saddler St, Durham DH1 3NU, UK",07171 238 891,31/03/1948,XM075882B,4248 5993 1785 8787,36-44-16,57142552,GB39867677037379672803,Ristorante Capriccio,cafe|restaurant|food|store|point_of_interest|establishment,54.7762199,-1.5749188,True,2.0,ChIJARq_GIp9fkgReRp49XwjMTs,merchant_9056,1433
2084,Charlie,Dewhirst,Charlie Dewhirst,charlie.dewhirst@atlassian.com,"Old Elvet, Durham DH1 3JN, UK",0197 513 859,01/11/1970,CH357822B,3797 083406 26295,96-39-60,51934006,GB49148777459941883680,Starbucks,cafe|food|store|point_of_interest|establishment,54.7756564,-1.5717815,True,2.0,ChIJ7TEw0Il9fkgRC_HFGgiQ99g,merchant_9056,1434
2085,Alison,Hume,Alison Hume,alison595@twilio.com,"3 Cosins Hall, Durham DH1 3RL, UK",07700 878 297,08/01/1957,SR448175C,4391 2552 5003 0897,35-70-62,16805907,GB94278703321583630392,YUM Café On The Green • Durham University,cafe|food|point_of_interest|establishment,54.7743323,-1.5754722,True,,ChIJZ-md5WGHfkgRLQDDbHMAN0A,merchant_9056,1435
2086,Daniel,Zeichner,Daniel Zeichner,daniel_zeichner@tableau.com,"Unit N - Arnison Retail Centre, Durham DH1 5GB, United Kingdom",+44 7576 377 329,12 July 1988,AM898833D,4750 6094 7188 8069,92-98-54,19662581,GB39191429673074686386,Costa Coffee,cafe|food|store|point_of_interest|establishment,54.8071761,-1.5804669,True,2.0,ChIJBa8gi7d9fkgRbpGmJMxlqM4,merchant_9056,1436
2087,Jas,Athwal,Jas Athwal,jas.athwal@netflix.com,"Abbey Rd, Framwellgate Moor, Durham DH1 5HA, UK",07863 566 661,31/08/1992,HT794917D,5898 8239 1627 0491,46-92-25,80032033,GB56623338316729003724,Café Dafté @ Pulman,cafe|food|point_of_interest|establishment,54.804199,-1.577816,True,,ChIJLUdHE7l9fkgRrNMg2V9RWkc,merchant_9056,1437
2088,Alan,Campbell,Alan Campbell,alan.campbell@netlify.com,"North Rd, Durham DH1 4RB, UK",0125 842 726,21/01/1970,JB745529A,3435 920570 83922,63-40-10,37619159,GB16783716429461257981,Costa Coffee,cafe|food|store|point_of_interest|establishment,54.7791788,-1.581845,True,2.0,ChIJq7JdtPR9fkgRajQL5ox3e-0,merchant_9056,1438
2089,Simon,Opher,Simon Opher,simonopher@fly.io,"88 Elvet Bridge, Durham DH1 3AG, UK",020 2923 7909,08-09-1947,BY992563A,4021 5308 0402 7617,72-79-22,32645813,GB98893323454223177816,Tealicious Tea Room,cafe|food|point_of_interest|establishment,54.775635,-1.5725556,True,2.0,ChIJdT7Uwol9fkgR8EV00I3VwnQ,merchant_9056,1439
2090,Jake,Richards,Jake Richards,jake.richards@ee.co.uk,"Lower Mountjoy, Durham DH1 3LE, UK",0130 586 525,02 June 1970,NT076214A,5502 1421 0611 4106,46-51-53,77561583,GB33009412445161946537,YUM Chemistry Café • Durham University,cafe|food|point_of_interest|establishment,54.7679992,-1.5702879,True,,ChIJM1sX9WSHfkgR1y3WpA3ysGU,merchant_9056,1440
2091,Grahame,Morris,Grahame Morris,grahamemorris@gmail.com,"4 Fore St, Budleigh Salterton EX9 6NG, UK",020 9381 8716,02-02-1987,HK236770C,4251 7013 5881 2155,54-27-43,85053779,GB83930871301618804112,Tea & Tittle Tattle,cafe|restaurant|food|store|point_of_interest|establishment,50.629163,-3.324738,True,,ChIJP1FcC4l1bUgRgF1zI6kxXmk,merchant_9056,1441
2092,Emma,Foody,Emma Foody,emmafoody@tutanota.com,"88 Queen St, Exeter EX4 3RP, UK",+44 7225 151 704,03/05/1991,RE029674D,3778 034931 63934,79-40-56,58757886,GB66490857471771556489,Devon Coffee,cafe|food|store|point_of_interest|establishment,50.724431,-3.531551,True,,ChIJN9_84DukbUgR92aOAGVe178,merchant_9056,1442
2093,Allison,Gardner,Allison Gardner,allison_gardner@fly.io,"Unit 3 Samurai Buildings, Seaton Junction, Axminster EX13 7PW, United Kingdom",020 3499 3474,1994-04-03,PZ631815D,4263 4309 2620 4824,12-24-54,29501901,GB18738101897332471525,Coffee Factory,cafe|food|store|point_of_interest|establishment,50.761368,-3.061645,True,,ChIJhy278P-GbUgRVza5fGgLTFE,merchant_9056,1443
2094,Jenny,Riddell-Carpenter,Jenny Riddell-Carpenter,jenny972@auth0.com,"3 Well St, Exeter EX4 6QR, UK",+44 7885 586 946,19/08/1961,JE697281C,3707 343190 85734,60-89-76,68432517,GB69589701542270955772,Rabbit Vegan Cafe,cafe|restaurant|food|point_of_interest|establishment,50.7284819,-3.5237279,True,2.0,ChIJS2xLbxWkbUgR5vj5RIVavdk,merchant_9056,1444
2095,Jodie,Gosling,Jodie Gosling,jodie.gosling@icloud.com,"87 South St, Exeter EX1 1EQ, UK",0198 339 524,30/08/1998,XZ643538B,4877 6712 9441 1530,88-23-29,76258842,GB17736620627244709967,March Coffee,cafe|food|store|point_of_interest|establishment,50.7216882,-3.5318588,True,2.0,ChIJK0PHDjukbUgRveAHdEw418E,merchant_9056,1445
2096,Mary,Creagh,Mary Creagh,mary.creagh@microsoft.com,"19 Heavitree Rd, Exeter EX1 2LD, UK",+44 7166 542 248,23-07-1961,OG655575D,5120 0565 5530 4074,35-90-86,37375203,GB77727075933592423844,EXE Coffee Roasters,cafe|food|store|point_of_interest|establishment,50.7248078,-3.5209932,True,1.0,ChIJxW6PgBakbUgR_bS8EXSt_qc,merchant_9056,1446
2097,Liz,Twist,Liz Twist,liztwist@okta.com,"Monkton House, 53 High St, Honiton EX14 1PW, UK",020 3464 9925,03/11/1985,EW106378A,3486 893839 54345,73-98-98,20441722,GB27840384058870491931,Boston Tea Party Honiton,cafe|restaurant|food|store|point_of_interest|establishment,50.80062,-3.186358,True,2.0,ChIJp0M-vGGFbUgRpjH9eKP4p6E,merchant_9056,1447
2098,Georgia,Gould,Georgia Gould,g.gould@okta.com,"Central Station Buildings, 1B, Queen St, Exeter EX4 3SB, United Kingdom",020 3127 4819,22-01-1996,NE950962B,4405 9389 8333 3787,36-95-94,40837727,GB51805829989598148805,The Exploding Bakery Cafe,bakery|cafe|food|store|point_of_interest|establishment,50.7261339,-3.5336482,True,2.0,ChIJTbfaCjmkbUgRWflpuwySJ_g,merchant_9056,1448
2099,Sam,Rushworth,Sam Rushworth,sam.rushworth@digitalocean.com,"12 Mill St, Ottery Saint Mary EX11 1AD, UK",0153 520 599,15 May 1964,MG273006B,5704 8704 2804 8919,28-89-47,94481185,GB44763377993804701303,Tickety-Boo,cafe|food|point_of_interest|establishment,50.7510614,-3.2804686,True,2.0,ChIJ-w7GRLabbUgRkhjtvj5c48o,merchant_9056,1449
2100,Bambos,Charalambous,Bambos Charalambous,bambos.charalambous@gitlab.com,"84 Queen St, Exeter EX4 3RP, UK",0185 211 700,14/09/2006,TZ705797B,4802 7136 2255 7841,82-11-41,29949671,GB26211388691866070941,Boston Tea Party Exeter,cafe|restaurant|food|store|point_of_interest|establishment,50.7246154,-3.5316453,True,2.0,ChIJjybcYTmkbUgR5Wveq1OfBBg,merchant_9056,1450
2101,Harriet,Cross,Harriet Cross,harriet772@fly.io,"19 New St, Honiton EX14 1HA, UK",0173 263 886,29/11/1962,RY584536A,3453 405347 49230,97-79-18,16737301,GB70993456513907267453,Accidental Vegan Cafe,cafe|restaurant|food|point_of_interest|establishment,50.7988411,-3.1884575,True,,ChIJ__847mCFbUgRjV9IfZgjkOU,merchant_9056,1451
2102,Angela,Eagle,Angela Eagle,angela231@gitpod.io,"36 Fore St, Sidmouth EX10 8AQ, UK",+44 7234 424 844,05/10/1984,SY027152B,5722 6386 1716 8138,34-53-77,23920568,GB73810524503578354211,Coffee#1 Sidmouth,cafe|food|store|point_of_interest|establishment,50.6791981,-3.237501,True,2.0,ChIJXx_hLeOcbUgR8_xyMMnwGso,merchant_9056,1452
2103,Emma,Hardy,Emma Hardy,emmahardy@replit.com,"The Old Ship, Old Fore St, Sidmouth EX10 8LP, United Kingdom",0170 733 911,02/08/1972,ML400579D,3731 522791 10746,54-53-15,64471123,GB57302006865232042042,Costa Coffee,cafe|food|store|point_of_interest|establishment,50.6796227,-3.2377422,True,2.0,ChIJrU6PzPycbUgR8nTGH6qtUP0,merchant_9056,1453
2104,Mark,Hendrick,Mark Hendrick,mark_hendrick@sky.com,"Prospect Place, Sidmouth EX10 8AS, UK",+44 7944 109 367,1956-05-12,WN013672C,5893 2008 5875 2193,30-59-87,49944808,GB45643102912097658357,Mocha Restaurant,restaurant|cafe|food|point_of_interest|establishment,50.6781672,-3.237722,True,2.0,ChIJU_lY0-KcbUgRV5JVeSawtYM,merchant_9056,1454
2105,Sam,Carling,Sam Carling,carlings@hushmail.com,"31 Magdalen Rd, Exeter EX2 4TA, UK",+44 7633 881 533,19/12/1954,WH799793C,3429 480742 68901,67-55-17,22793140,GB69754750316815736640,Cafe Magdalen,cafe|food|store|point_of_interest|establishment,50.7210457,-3.5214608,True,2.0,ChIJF5P-oRekbUgRR60if_BEMDQ,merchant_9056,1455
2106,Olly,Glover,Olly Glover,glovero@planetscale.com,"33 Sidwell St, Exeter EX4 6NS, UK",+44 7673 106 218,29/08/1957,AJ908197A,3776 595440 88885,11-35-72,31816744,GB18930418084829604620,Rina Patisserie,bakery|cafe|food|store|point_of_interest|establishment,50.7269679,-3.5245588,True,,ChIJFa6MKD6kbUgRnISSuVvENkQ,merchant_9056,1456
2107,Warinder,Juss,Warinder Juss,warinder801@sketch.com,"6 Marine Pl, Seaton EX12 2QN, UK",+44 7337 972 663,17-06-1966,GH156343D,5523 8154 7432 9955,67-55-50,41925005,GB77350654139074432979,The Terrace Arts Cafe,cafe|restaurant|food|point_of_interest|establishment,50.7039067,-3.0711464,True,,ChIJszi-1zyBbUgR8MgHemr-h4w,merchant_9056,1457
2108,Matt,Rodda,Matt Rodda,matt.rodda@btinternet.com,"Coast Cafe Bar, Esplanade, The Esplanade, Seaton EX12 2LN, United Kingdom",020 3240 4040,10-02-1954,KT032288D,4600 5206 1084 1069,94-98-73,73610518,GB97753238637736421785,Coast Cafe Bar,cafe|bar|restaurant|food|point_of_interest|establishment,50.7036786,-3.0706013,True,1.0,ChIJnZYoKz2BbUgRiGPkAODETWw,merchant_9056,1458
2109,Natasha,Irons,Natasha Irons,ironsn@codesandbox.io,"42-44 Chapel St, Exmouth EX8 1HW, UK",+44 7264 979 273,29/09/1980,LK691742B,3486 919180 98174,50-52-99,27573632,GB67537004102336286411,Caffè Nero,cafe|food|store|point_of_interest|establishment,50.6203452,-3.4117331,True,2.0,ChIJK7JOwKIKbUgRbI1Vs7INLPM,merchant_9056,1459
2110,Anna,Dixon,Anna Dixon,anna903@zoom.us,"70-71 High St, Exeter EX4 3DT, UK",020 9040 8724,28/01/1990,KY931364A,4571 6889 7293 1901,14-20-79,56797176,GB55405744870381717474,Caffè Nero,cafe|food|store|point_of_interest|establishment,50.7226846,-3.5323627,True,2.0,ChIJZ59EuzukbUgRmiKoNR92J-4,merchant_9056,1460
2111,Louise,Jones,Louise Jones,louise.jones@azure.microsoft.com,"15 Coedcae Ln, Pontyclun CF72 9HJ, UK",+44 7727 286 349,1955-05-31,JK736230C,5207 2669 3185 8521,76-65-28,59586954,GB38956394874224349093,Station Cafe,cafe|food|point_of_interest|establishment,51.5281663,-3.4004295,True,1.0,ChIJZ4Cv998TbkgRKdILFOIcMDg,merchant_9056,1461
2112,Daisy,Cooper,Daisy Cooper,daisycooper@canva.com,"Primoris House/Coedcae La, Pontyclun CF72 9DX, United Kingdom",+44 7873 885 698,16-06-1998,RK444830C,4545 8960 1937 7286,73-50-92,68249969,GB61807345710717806550,The Lunch Box,cafe|food|point_of_interest|establishment,51.5286562,-3.3969772,True,1.0,ChIJyQLZZGARbkgRZ6uDvcneMpE,merchant_9056,1462
2113,Max,Wilkinson,Max Wilkinson,max_wilkinson@ee.co.uk,"19 Cowbridge Rd, Pontyclun CF72 9EA, UK",+44 7237 236 306,1950-12-09,RM202076C,5675 8134 3447 7623,60-99-82,61646589,GB62378612045977674049,Greggs,bakery|cafe|restaurant|food|store|point_of_interest|establishment,51.5226789,-3.3913734,True,1.0,ChIJa0WKcGQRbkgRi66jf3glEbU,merchant_9056,1463
2114,Brian,Leishman,Brian Leishman,brian.leishman@nvidia.com,"12 Cowbridge Rd, Pontyclun CF72 9ED, UK",+44 7907 758 712,1957-01-19,CE155652B,5362 4804 6779 3383,84-53-16,30262391,GB90786263141350397851,The Thirsty Elephant Coffee Company,cafe|food|store|point_of_interest|establishment,51.5228896,-3.3916566,True,,ChIJL7EXI6UTbkgR5SgHdjNorCk,merchant_9056,1464
2115,Antonia,Bance,Antonia Bance,antonia.bance@salesforce.com,"7 Talbot Rd, Talbot Green, Pontyclun CF72 8AD, UK",020 1258 2095,30/09/1950,PW736852B,5761 1558 4973 8400,76-24-19,18338744,GB55212407667861986645,Trattoria Deli Café,cafe|restaurant|food|store|point_of_interest|establishment,51.5367941,-3.3861239,True,,ChIJrRIi-kQRbkgRYYJLhR05R8s,merchant_9056,1465
2116,Helena,Dollimore,Helena Dollimore,helena250@tiscali.co.uk,"Talbot Green Shopping Park, Talbot Rd, Talbot Green, Pontyclun CF72 8SY, UK",020 8467 4719,07/08/1959,BT476031A,5735 3396 4144 1275,71-82-78,84118208,GB11272099352512098755,Starbucks,cafe|food|store|point_of_interest|establishment,51.536771,-3.3795691,True,2.0,ChIJIR6LlEYRbkgRGLHUQPFD_2M,merchant_9056,1466
2117,Sureena,Brackenridge,Sureena Brackenridge,brackenridges@oracle.com,"Talbot Green Shopping Park, Unit 11D, Talbot Rd, Pontyclun CF72 8LW, United Kingdom",+44 7610 991 835,17/07/1949,MW587012A,3703 411638 61010,77-35-16,23866987,GB57352780056088638419,Costa Coffee,cafe|food|store|point_of_interest|establishment,51.5378194,-3.3803897,True,2.0,ChIJfYVP60YRbkgRk7tFku9F_Uk,merchant_9056,1467
2118,Lee,Dillon,Lee Dillon,lee144@dropbox.com,"Green Park, Talbot Green, Pontyclun CF72 8RB, UK",0123 929 713,1963-07-06,SM690579B,4183 9576 8538 9335,58-26-99,45881389,GB24951786318927869856,Tesco Café,cafe|food|store|point_of_interest|establishment,51.5343391,-3.3769523,True,1.0,ChIJrR8_sUARbkgR_P4HBLvlbEU,merchant_9056,1468
2119,Tom,Collins,Tom Collins,collinst@tableau.com,"48 Talbot Rd, Talbot Green, Pontyclun CF72 8AF, UK",+44 7810 565 818,25 June 1959,ZP688085D,5216 3487 8648 0105,24-93-21,77868932,GB46264102205835957880,Greggs,bakery|cafe|restaurant|food|store|point_of_interest|establishment,51.5370744,-3.3841434,True,1.0,ChIJ61n3TUQRbkgRD5FlNd151qE,merchant_9056,1469
2120,Emma,Reynolds,Emma Reynolds,emmareynolds@cyclic.sh,"Erw Hir, Llantrisant, Pontyclun CF72 8BY, UK",0127 485 977,27 June 1957,KY276067A,5509 1792 6119 8095,65-99-17,60503237,GB92993232367365401973,Petes Cafe,cafe|food|point_of_interest|establishment,51.55281,-3.3801531,True,,ChIJP2qrDrUWbkgRIdgcKpFisRM,merchant_9056,1470
2121,Emily,Thornberry,Emily Thornberry,emily.thornberry@rocketmail.com,"Ely Valley Rd, Talbot Green, Pontyclun CF72 8LN, UK",020 1370 3321,01 January 2005,HH163174A,3489 273340 95863,50-47-65,88577972,GB33326624299663907426,The Yard Cafe,cafe|food|point_of_interest|establishment,51.5527832,-3.4012432,True,,ChIJLZioVaoWbkgRryGVBrpivns,merchant_9056,1471
2122,Bayo,Alaba,Bayo Alaba,bayoalaba@stripe.com,"50 High St, Llantrisant, Pontyclun CF72 8BR, UK",07278 251 640,02/06/2005,AH370609B,4173 3612 3933 8189,42-53-90,47538584,GB95975152385897250671,Castle Cafe,cafe|food|point_of_interest|establishment,51.5422688,-3.3735959,True,1.0,ChIJt3RMCTcRbkgRwJR3WOxh61g,merchant_9056,1472
2123,Peter,Prinsley,Peter Prinsley,peterprinsley@freeserve.co.uk,"Green Meadow, Llantrisant, Pontyclun CF72 8XT, UK",020 8380 1263,19/02/1985,KE346443A,3453 395833 26509,11-25-32,80842119,GB19848936459030067991,Costa Coffee Drive Thru,cafe|food|point_of_interest|establishment,51.5444525,-3.3883297,True,,ChIJEYMuUKURbkgR9AX6W_jKdYQ,merchant_9056,1473
2124,Graham,Stuart,Graham Stuart,grahamstuart@firebase.google.com,"Llantrisant, Pontyclun CF72 8XZ, UK",0162 672 855,25 May 1948,AR561217C,5672 3406 8877 2753,80-63-59,83737791,GB86707342180893169823,The Potting Shed Cafe,cafe|food|point_of_interest|establishment,51.5555516,-3.3842856,True,,ChIJD2DJA7QWbkgRFJzHvdc15w8,merchant_9056,1474
2125,Uma,Kumaran,Uma Kumaran,uma511@stackblitz.com,"Llantrisant, Pontyclun CF72 8LN, UK",0141 831 408,25/10/1954,NS680735B,5565 2980 5303 6100,44-90-65,94926841,GB12510019950098726462,The YARD Cafe,cafe|food|point_of_interest|establishment,51.5527834,-3.4004657,True,,ChIJi5oqV6oWbkgR4hIzpDhS338,merchant_9056,1475
2126,Tim,Roca,Tim Roca,t.roca@github.com,"2 The Square, Beddau, Pontypridd CF38 2AD, UK",+44 7459 919 233,30/05/2003,OZ354157B,4424 7425 8919 9597,49-64-51,22027976,GB83846563160328889489,Toasty Café,cafe|restaurant|food|point_of_interest|establishment,51.5583205,-3.3593505,True,,ChIJlYFs0NYWbkgRtN32prk0HSw,merchant_9056,1476
2127,Graham,Leadbitter,Graham Leadbitter,graham572@mongodb.com,"4 Birds Lane, Cowbridge CF71 7YP, UK",0123 810 994,27-04-1979,RK528828A,3431 430252 00298,89-13-47,31703529,GB95698087825346709978,Caffè Nero,cafe|food|store|point_of_interest|establishment,51.4612621,-3.4479374,True,2.0,ChIJac9ChX4NbkgRS5BHhtaMdrQ,merchant_9056,1477
2128,Lewis,Atkinson,Lewis Atkinson,atkinsonl@notion.so,"Newtown Industrial Estate, Llantwit Fardre, Pontypridd CF38 2EE, UK",07872 545 172,14/10/1971,KE217888A,5666 9874 2233 8444,61-18-21,71807072,GB82549571170494415361,The Butty Hut Cf38,cafe|food|point_of_interest|establishment,51.5592703,-3.3308614,True,1.0,ChIJHXSXNzYXbkgRhktbHBPhnrM,merchant_9056,1478
2129,Ayoub,Khan,Ayoub Khan,ayoub.khan@amazon.com,"Junction 35, M4, Pencoed CF35 5HY, United Kingdom",020 2213 4755,30/12/1955,WE670491C,5007 2607 6851 6406,46-14-16,55166528,GB80445128272942898116,Starbucks,cafe|food|store|point_of_interest|establishment,51.5146978,-3.4972083,True,,ChIJm12GgIQTbkgRNMcW0-1au2A,merchant_9056,1479
2130,Andy,MacNae,Andy MacNae,andy_macnae@twitter.com,"172 Upper St, Islington, London N1 1RG, UK",+44 7266 786 376,04-06-1981,GN957485A,4759 9334 5823 8818,72-24-60,89328179,GB42675689292476807257,Workers Cafe,cafe|restaurant|food|store|point_of_interest|establishment,51.5413575,-0.10306,True,1.0,ChIJP6mHgGYbdkgRdri8ZPimaNw,merchant_9056,1480
2131,Chris,Murray,Chris Murray,c.murray@supabase.io,"96-98 Islington High St, The Angel, London N1 8EG, UK",0190 174 294,1952-01-15,LS367621B,3706 294944 72724,55-51-95,75283659,GB59999875119489333639,The CoffeeWorks Project,cafe|restaurant|food|store|point_of_interest|establishment,51.5341701,-0.1045221,True,2.0,ChIJr5aMPF0bdkgRMctfEdOUBgE,merchant_9056,1481
2132,Chris,Ward,Chris Ward,c.ward@cloudflare.com,"346 Upper St, The Angel, London N1 0PD, UK",07168 419 378,27/03/1979,OZ977194C,5961 4097 7418 4126,42-13-51,43152291,GB56293227697305721864,Kobo Cafe,cafe|restaurant|food|store|point_of_interest|establishment,51.5349816,-0.1041093,True,,ChIJF0Aqal0bdkgRqXVU7MPKDGw,merchant_9056,1482
2133,Alex,Davies-Jones,Alex Davies-Jones,davies-jonesa@adobe.com,"102 Upper St, The Angel, London N1 1QN, UK",020 3120 8135,28 December 1951,ZC749939C,5279 1805 5470 0688,72-40-10,93915749,GB27962056336409762827,Gallipoli Cafe & Bistro,bar|cafe|restaurant|food|point_of_interest|establishment,51.537759,-0.102884,True,2.0,ChIJ-S8EqGcbdkgRvtjI--yC5KE,merchant_9056,1483
2134,Rebecca,Harris,Rebecca Harris,harrisr@yandex.com,"102 Islington High St, The Angel, London N1 8EG, UK",020 3887 7720,13/05/1962,AZ687254A,5488 1682 0432 8127,72-37-24,71108915,GB69427894378872427581,Appestat,grocery_or_supermarket|cafe|restaurant|food|store|point_of_interest|establishment,51.5342663,-0.1044025,True,2.0,ChIJpTlhPF0bdkgRWihR0Y5SlJg,merchant_9056,1484
2135,Alice,Macdonald,Alice Macdonald,macdonalda@google.com,"75 Upper St, The Angel, London N1 0NU, UK",+44 7435 952 158,1994-12-26,XA953164D,4948 8753 4073 2845,58-79-75,87034202,GB40228171082281940334,Caffè Nero,cafe|food|store|point_of_interest|establishment,51.5363554,-0.1037147,True,2.0,ChIJPxMvj2cbdkgRKXZZnkSegOg,merchant_9056,1485
2136,Christopher,Chope,Christopher Chope,c.chope@cloudflare.com,"134 Upper St, Islington, London N1 1QP, UK",+44 7467 753 747,20-08-1987,JR783588C,5908 6781 3823 1196,73-60-95,47734358,GB67583356638828227069,Cafe La Divina,bar|cafe|restaurant|food|point_of_interest|establishment,51.5392687,-0.1025622,True,1.0,ChIJS81X-GYbdkgRVxyAEsjWrwg,merchant_9056,1486
2137,Mark,Francois,Mark Francois,m.francois@kubernetes.io,"20 Camden Passage, The Angel, London N1 8ED, UK",+44 7341 133 645,2001-02-06,HZ850770B,4810 4636 3201 5461,26-19-42,88705158,GB21228673194194926511,Kipferl Cafe & Kitchen,cafe|restaurant|food|store|point_of_interest|establishment,51.535157,-0.103442,True,2.0,ChIJeal_D1QbdkgRS2v_5PBJhGg,merchant_9056,1487
